2007,12,17.3
2008,1,4.1
2008,2,2.9
2008,3,15.5
2008,4,3.6
2008,5,4.6
2008,6,5.2
2008,7,0.6
2008,8,0.3
2008,9,1.2
2008,10,4.2
2008,11,6.6
2008,12,1
2009,1,1.3
2009,2,1.2
2009,3,0.6
2009,4,1.2
2009,5,2.9
2009,6,6.3
2009,7,5.5
2009,8,0
2009,9,7.1
2009,10,7.7
2009,11,6.9
2009,12,16.3
2010,1,19.5
2010,2,28.5
2010,3,24
2010,4,10.4
2010,5,13.9
2010,6,18.8
2010,7,25.2
2010,8,29.6
2010,9,36.4
2010,10,33.6
2010,11,34.4
2010,12,24.5
2011,1,27.3
2011,2,48.3
2011,3,78.6
2011,4,76.1
2011,5,58.2
2011,6,56.1
2011,7,64.5
2011,8,65.8
2011,9,120.1
2011,10,125.7
2011,11,139.1
2011,12,109.3
2012,1,94.4
2012,2,47.8
2012,3,86.6
2012,4,85.9
2012,5,96.5
2012,6,92
2012,7,100.1
2012,8,94.8
2012,9,93.7
2012,10,76.5
2012,11,87.6
2012,12,56.8
2013,1,96.1
2013,2,60.9
2013,3,78.3
2013,4,107.3
2013,5,120.2
2013,6,76.7
2013,7,86.2
2013,8,91.8
2013,9,54.5
2013,10,114.4
2013,11,113.9
2013,12,124.2
2014,1,117
2014,2,146.1
2014,3,128.7
2014,4,112.5
2014,5,112.5
2014,6,102.9
2014,7,100.2
2014,8,106.9
2014,9,130
2014,10,90
2014,11,103.6
2014,12,112.9
2015,1,93
2015,2,66.7
2015,3,54.5
2015,4,75.3
2015,5,88.8
2015,6,66.5
2015,7,65.8
2015,8,64.4
2015,9,78.6
2015,10,63.6
2015,11,62.2
2015,12,58
2016,1,57
2016,2,56.4
2016,3,54.1
2016,4,37.9
2016,5,51.5
2016,6,20.5
2016,7,32.4
2016,8,50.2
2016,9,44.6
2016,10,33.4
2016,11,21.4
2016,12,18.5
2017,1,26.1
2017,2,26.4
2017,3,17.7
2017,4,32.3
2017,5,18.9
2017,6,19.2
2017,7,17.8
2017,8,32.6
2017,9,43.7
2017,10,13.2
2017,11,5.7
2017,12,8.2
2018,1,6.8
2018,2,10.7
2018,3,2.5
2018,4,8.9
2018,5,13.1
2018,6,15.6
2018,7,1.6
2018,8,8.8
2018,9,3.3
